ID,Parent Id,Name,Has Page Title,Has Meta Description,Has Content,Description 301s,#Desc. 301s,Description 404s,#Des. 404s,Is Visible,Has Banner,No. of live banners,Contains Redirects,Contains Broken Links,No. of Redirected URLs,No. of Broken URLs,Products,Products In Stock,301 URLs,404 URLs,Page Title,Page Title Length,Meta Description,Meta Description Length,URL,Meta Keywords,Search Keywords
1459,1409,Belly Wraps,TRUE,TRUE,FALSE,[],0,[],0,TRUE,TRUE,1,TRUE,FALSE,2,0,19,15,"[{""Banner Id"":221,""301 URLs"":[""https://www.inhealth.ie/carriwell-belly-binder/"",""https://www.inhealth.ie/sacroiliac-belt-66fit-elite-l-xl/""]}]","[{""Banner Id"":221,""404 URLs"":[]}]",Belly Wraps : Shop Postpartum Belly Band Products,49,Postpartum belly bands & belly wraps are a great aid to recovery post pregnancy. Get next day delivery in Ireland when you order before 2pm. Order today!,153,https://www.inhealth.ie/belly-wraps/,,
1460,1409,C-Section Supports & Recovery,TRUE,TRUE,FALSE,[],0,[],0,TRUE,TRUE,1,FALSE,FALSE,0,0,7,7,"[{""Banner Id"":222,""301 URLs"":[]}]","[{""Banner Id"":222,""404 URLs"":[]}]",C Section Belly Band Delivered Direct From Ireland,50,C section belly bands help and product your cesarean section scar post pregnancy. Order yours today and get next day delivery from Ireland with An Post,151,https://www.inhealth.ie/c-section-supports/,,
1461,1121,Bottle Feed & Accessories,TRUE,TRUE,FALSE,[],0,[],0,TRUE,TRUE,1,FALSE,FALSE,0,0,21,16,"[{""Banner Id"":264,""301 URLs"":[]}]","[{""Banner Id"":264,""404 URLs"":[]}]",Feeding Bottle & Bottle Accessories Direct from Ireland,55,Shop our range of feeding bottle and bottle accessories. Order before 2pm and get next day delivery with An Post on all Irish orders. Order yours today!,152,https://www.inhealth.ie/bottle-feed-accessories/,,
1462,1121,Food Preparation & Storage,TRUE,TRUE,FALSE,[],0,[],0,TRUE,TRUE,1,FALSE,FALSE,0,0,51,31,"[{""Banner Id"":261,""301 URLs"":[]}]","[{""Banner Id"":261,""404 URLs"":[]}]",Baby Food Containers : Best Baby Food Prep Products,51,Shop our range of baby food prep and baby food containers. Order before 2pm and get same day dispatch from our Irish based warehouse. Order yours today!,152,https://www.inhealth.ie/food-preparation-storage/,,
1463,1121,"Cups, Cutlery & Accessories",TRUE,TRUE,FALSE,[],0,[],0,TRUE,TRUE,1,TRUE,FALSE,1,0,25,17,"[{""Banner Id"":265,""301 URLs"":[""https://www.inhealth.ie/haakaa-silicone-baby-food-tube-and-feeding-spoon-green/""]}]","[{""Banner Id"":265,""404 URLs"":[]}]",Sippy Cup and Baby Cutlery Products Direct from Ireland,55,Shop our range of sippy cup and baby cutlery products online at inhealth.ie. Get next day delivery direct from our warehouse in Ireland. Order your today,153,https://www.inhealth.ie/cups-cutlery-accessories/,,
1466,1050,Gro Bags,TRUE,TRUE,FALSE,[],0,[],0,TRUE,TRUE,1,FALSE,FALSE,0,0,25,8,"[{""Banner Id"":298,""301 URLs"":[]}]","[{""Banner Id"":298,""404 URLs"":[]}]",Buy Baby Gro Bags Delivered Direct From Irish Warehouse,55,"Shop our extensive range of baby gro bags, available in three different togs level. Get next day delivery on inhealth.ie. Order your baby gro bag today!",152,https://www.inhealth.ie/gro-bags/,,
1467,1409,Shapewear,TRUE,TRUE,FALSE,[],0,[],0,TRUE,TRUE,1,FALSE,FALSE,0,0,9,8,"[{""Banner Id"":223,""301 URLs"":[]}]","[{""Banner Id"":223,""404 URLs"":[]}]",Pregnancy Shapewear Delivered Direct From Ireland,49,Pregnancy Shapewear will help you feel supported and secure during and after your pregnancy. Get next day tracked delivery from Ireland. Orders your today?,155,https://www.inhealth.ie/shapewear/,,
1469,0,DUMMY,FALSE,FALSE,TRUE,[],0,[],0,FALSE,FALSE,0,FALSE,FALSE,0,0,19,0,[],[],,0,,0,https://www.inhealth.ie/dummy/,,
1470,971,Eco-Home,TRUE,TRUE,TRUE,[],0,[],0,TRUE,TRUE,1,FALSE,FALSE,0,0,4,4,"[{""Banner Id"":236,""301 URLs"":[]}]","[{""Banner Id"":236,""404 URLs"":[]}]",Eco Home : Eco Friendly Laundry & Cleaning Products,51,Shop our range of eco friendly laundry and eco friendly cleaning products. Order today before 2pm and get next day delivery direct from our warehouse in Ireland,160,https://www.inhealth.ie/eco-home/,,
1471,0,Baby Sleep,TRUE,TRUE,FALSE,[],0,[],0,TRUE,TRUE,0,FALSE,FALSE,0,0,130,70,[],[],Baby Sleep : Award Winning Baby Sleep and Comfort Products,58,Shop our extension range of baby sleep products from co sleepers to baby sleeping bags & ensure your baby has the perfect sleep. Order now direct from Ireland,158,https://www.inhealth.ie/baby-sleep/,,"cots, crib, co sleepers, positioners, sleeping bags"
1472,1034,"Baby Carriers, Slings & Wraps",TRUE,TRUE,FALSE,[],0,[],0,TRUE,TRUE,1,FALSE,FALSE,0,0,16,10,"[{""Banner Id"":251,""301 URLs"":[]}]","[{""Banner Id"":251,""404 URLs"":[]}]",Baby Carrier : Shop Awarding Winning Baby Slings & Baby Wraps,61,Something magical happens when you carry your baby close to you using a barrier carrier or wrap. Order your baby sling now & get next day delivery in Ireland,157,https://www.inhealth.ie/baby-carriers-sling-wraps/,,"carrier, sling, wraps"
1473,0,DISABLE,FALSE,FALSE,FALSE,[],0,[],0,FALSE,FALSE,0,FALSE,FALSE,0,0,112,0,[],[],,0,,0,https://www.inhealth.ie/disable/,,
1474,966,Fertility - HOT OFFERS,TRUE,TRUE,FALSE,[],0,[],0,TRUE,FALSE,0,FALSE,FALSE,0,0,15,15,[],[],★ BEST Buys in Fertility | inhealth.ie,38,Shop Our BEST Buys in Fertility Products Now! Best Price and Next Day Delivery Ireland. Order Online Today!,107,https://www.inhealth.ie/fertility-hot-offers-1/,,
1475,971,Covid 19 Essentials,TRUE,TRUE,FALSE,[],0,[],0,TRUE,FALSE,0,FALSE,FALSE,0,0,15,9,[],[],Covid 19 Essentials : Buy Sanitiser & Face Masks,48,Shop our range of Covid 19 essential hygiene and sanitation products including EU certified and approved hand sanitiser and face masks. Next day Delivery,153,https://www.inhealth.ie/covid-19-essentials/,,"face masks, covid 19, sanitizer, sanitiser, hand rub, alcohol"
1476,1471,Bed Rails,TRUE,TRUE,FALSE,[],0,[],0,TRUE,FALSE,0,FALSE,FALSE,0,0,6,3,[],[],Bed Rails : Wooden Bed Rails for Kids & Bed Guards,50,Shop our wide selection of wooden and foldable bed rails and bed guards for kids. Get next day delivery in Ireland with An Post on all bed rails and bed guards,159,https://www.inhealth.ie/bed-rails/,,"Bed Rails, Bed barrier, bed guard, bedrail"
1477,1471,Mattresses,TRUE,TRUE,FALSE,[],0,[],0,TRUE,TRUE,1,FALSE,FALSE,0,0,11,10,"[{""Banner Id"":322,""301 URLs"":[]}]","[{""Banner Id"":322,""404 URLs"":[]}]",Cot Mattresses : Shop Our Range of Cot Bed & Crib Mattresses,60,Shop our extension range of quality affordable cot and cot bed mattresses. Order today and get next day delivery direct from our warehouse in Bray Co Wicklow,157,https://www.inhealth.ie/mattresses/,,"cot mattress, crib mattress, cot bed"
1478,971,Dental & Oral Care,TRUE,TRUE,FALSE,[],0,[],0,TRUE,FALSE,0,FALSE,FALSE,0,0,7,7,[],[],Teeth Whitening Products : Dental & Oral Care Products,54,Discover our range of dental and oral care products. Brighten your smile with Irish products and brands and enjoy next day delivery anywhere in Ireland.,152,https://www.inhealth.ie/dental-oral-care/,,
1479,1042,Gift With Purchase,FALSE,FALSE,FALSE,[],0,[],0,TRUE,FALSE,0,FALSE,FALSE,0,0,0,0,[],[],,0,,0,https://www.inhealth.ie/gift-with-purchase/,,
1480,1394,Bathing,TRUE,TRUE,FALSE,[],0,[],0,TRUE,TRUE,1,FALSE,FALSE,0,0,42,31,"[{""Banner Id"":317,""301 URLs"":[]}]","[{""Banner Id"":317,""404 URLs"":[]}]",Baby Bathing : Shop Baby Baths & Baby Bathing Products,54,Discover our range of quality baby bathing products and accessories online at inhealth.ie. Order today and get next day delivery direct from Ireland,148,https://www.inhealth.ie/baby-bathing/,,"baby bath, bathing, bath supports"
1481,1394,Changing,TRUE,TRUE,FALSE,[],0,[],0,TRUE,TRUE,1,FALSE,FALSE,0,0,23,14,"[{""Banner Id"":318,""301 URLs"":[]}]","[{""Banner Id"":318,""404 URLs"":[]}]",Baby Changing : Shop Our Range of Baby Changing Essentials,58,Discover our range of baby changing essentials and accessories. Order baby changing products online today with inhealth.ie and get next day delivery in Ireland,159,https://www.inhealth.ie/baby-changing/,,"baby changing, changing mats"
1482,1394,Toilet Training,TRUE,TRUE,FALSE,[],0,[],0,TRUE,TRUE,1,FALSE,FALSE,0,0,12,6,"[{""Banner Id"":319,""301 URLs"":[]}]","[{""Banner Id"":319,""404 URLs"":[]}]",Toilet Training : Shop Toilet Training and Potty Products,57,"Our selection of toilet training products will make the toilet training process much easier for everyone. We stock toilet training seats, potties and steps",155,https://www.inhealth.ie/toilet-training/,,"potties, potty, step, training seat, toilet training, toilet seats"
1483,971,Vitamins & Supplements,TRUE,TRUE,FALSE,[],0,[],0,TRUE,FALSE,0,FALSE,FALSE,0,0,11,9,[],[],"Vitamins and Supplements for Immunity, Health and Wellbeing",59,Shop our range of expertly formulated vitamins and supplements to boost your immunity and overall health and wellbeing. Order online and get superfast delivery.,160,https://www.inhealth.ie/vitamins-supplements/,,
